,country,city,lat,lon,members,cluster,country2continent
22156,Germany,G√∂ttingen,51.52999878,9.920000076,212,"Blue (Robotics, Arduino, DiY)",EU
22157,United Kingdom,London,51.52000046,-0.100000001,241,Purple (Software/Web/Mobile Development),EU
22158,Switzerland,Geneva,46.20999908,6.139999866,141,Pink (DevOps/Cloud Computing),EU
22159,United Kingdom,Edinburgh,55.95000076,-3.200000048,415,Purple (Software/Web/Mobile Development),EU
22162,United Kingdom,London,51.52000046,-0.150000006,139,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
22163,United Kingdom,Manchester,53.47999954,-2.25,536,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22164,Germany,Köln,50.95000076,6.96999979,161,Purple (Software/Web/Mobile Development),EU
22166,Germany,Düsseldorf,51.24000168,6.789999962,225,Pink (DevOps/Cloud Computing),EU
22168,Germany,Berlin,52.52000046,13.38000011,2863,Purple (Software/Web/Mobile Development),EU
22169,United Kingdom,Cambridge,52.20999908,0.129999995,87,Purple (Software/Web/Mobile Development),EU
22170,United Kingdom,London,51.54000092,-0.119999997,177,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22173,United Kingdom,London,51.59000015,-0.09000000400000001,14,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22179,Italy,Roma,41.90000153,12.47999954,127,Pink (DevOps/Cloud Computing),EU
22182,United Kingdom,Leeds,53.81000137,-1.5499999519999998,503,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22193,Luxembourg,Luxembourg,49.61999893,6.119999886,195,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22195,Netherlands,Amsterdam,52.36999893,4.889999866,2040,Orange (Big Data/Data Science),EU
22196,France,Paris,48.86000061,2.339999914,765,Orange (Big Data/Data Science),EU
22197,Poland,Gdansk,54.36000061,18.63999939,230,Purple (Software/Web/Mobile Development),EU
22198,Germany,Hamburg,53.54999924,10.0,132,Pink (DevOps/Cloud Computing),EU
22199,Sweden,Gothenburg,57.72000122,12.01000023,359,Orange (Big Data/Data Science),EU
22200,Germany,Düsseldorf,51.24000168,6.789999962,278,Purple (Software/Web/Mobile Development),EU
22201,United Kingdom,Hungerford,51.41999817,-1.519999981,315,"Gray (Agile, Scrum)",EU
22203,Germany,Stuttgart,48.79000092,9.18999958,105,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22205,Germany,Berlin,52.52000046,13.38000011,67,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22206,Netherlands,Amsterdam,52.36999893,4.889999866,355,Purple (Software/Web/Mobile Development),EU
22207,Belgium,Brussels,50.83000183,4.329999924,388,Orange (Big Data/Data Science),EU
22211,Spain,Barcelona,41.40000153,2.170000076,143,Pink (DevOps/Cloud Computing),EU
22213,Spain,Sevilla,37.40000153,-5.9800000189999984,608,Orange (Big Data/Data Science),EU
22214,Poland,Kraków,50.06000137,19.95999908,477,Purple (Software/Web/Mobile Development),EU
22216,France,Paris,48.86000061,2.339999914,542,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22217,Netherlands,Haarlem,52.38999939,4.619999886,56,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
22221,France,Paris,48.86000061,2.339999914,629,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
22229,Estonia,Tallinn,59.43999863,24.73999977,147,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22230,Russian Federation,St. Petersburg,59.93000031,30.31999969,284,Purple (Software/Web/Mobile Development),EU
22231,Portugal,Lisbon,38.72000122,-9.140000342999999,104,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22232,Italy,Roma,41.90000153,12.47999954,54,Pink (DevOps/Cloud Computing),EU
22233,Czechia,Prague,50.08000183,14.43000031,332,Purple (Software/Web/Mobile Development),EU
22234,France,Rennes,48.11000061,-1.679999948,78,Purple (Software/Web/Mobile Development),EU
22235,Belarus,Minsk,53.90999985,27.54999924,126,Purple (Software/Web/Mobile Development),EU
22236,Norway,Trondheim,63.43999863,10.39999962,194,Pink (DevOps/Cloud Computing),EU
22237,Czechia,Prague,50.08000183,14.43000031,592,Purple (Software/Web/Mobile Development),EU
22238,Hungary,Budapest,47.50999832,19.07999992,934,Orange (Big Data/Data Science),EU
22239,United Kingdom,Exeter,50.72999954,-3.519999981,431,Orange (Big Data/Data Science),EU
22241,Germany,Hamburg,53.54999924,10.0,434,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22242,Germany,Berlin,52.52000046,13.38000011,224,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
22243,France,Montpellier,43.61000061,3.869999886,188,Purple (Software/Web/Mobile Development),EU
22245,France,Aix-en-Provence,43.52999878,5.440000057000001,89,Purple (Software/Web/Mobile Development),EU
22246,United Kingdom,London,51.52000046,-0.100000001,36,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22247,Hungary,Budapest,47.50999832,19.07999992,744,Purple (Software/Web/Mobile Development),EU
22249,Ireland,Dublin,53.33000183,-6.25,418,Pink (DevOps/Cloud Computing),EU
22250,Netherlands,Amsterdam,52.36999893,4.889999866,1635,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22257,France,Rennes,48.11000061,-1.679999948,157,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22258,United Kingdom,Manchester,53.47999954,-2.25,238,Purple (Software/Web/Mobile Development),EU
22259,Germany,München,48.13999939,11.57999992,70,Pink (DevOps/Cloud Computing),EU
22260,Germany,München,48.13999939,11.57999992,306,Purple (Software/Web/Mobile Development),EU
22262,"Moldova, Republic of",Chisinau,47.02999878,28.82999992,154,"Blue (Robotics, Arduino, DiY)",EU
22263,Russian Federation,St. Petersburg,59.93000031,30.31999969,308,"Blue (Robotics, Arduino, DiY)",EU
22266,France,Paris,48.86000061,2.339999914,1787,Purple (Software/Web/Mobile Development),EU
22271,Austria,Innsbruck,47.27999878,11.40999985,65,"Blue (Robotics, Arduino, DiY)",EU
22272,Finland,Helsinki,60.16999817,24.94000053,285,Purple (Software/Web/Mobile Development),EU
22276,United Kingdom,Chippenham,51.45000076,-2.109999895,107,"Blue (Robotics, Arduino, DiY)",EU
22280,United Kingdom,London,51.52000046,-0.100000001,57,"Blue (Robotics, Arduino, DiY)",EU
22287,Latvia,Riga,56.97000122,24.12999916,121,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22288,Switzerland,Zürich,47.38000107,8.539999962000001,71,Purple (Software/Web/Mobile Development),EU
22289,United Kingdom,Cambridge,52.20000076,0.119999997,168,"Blue (Robotics, Arduino, DiY)",EU
22290,Netherlands,Utrecht,52.09999847,5.110000134,291,"Gray (Agile, Scrum)",EU
22291,Italy,Milano,45.45999908,9.18999958,166,Purple (Software/Web/Mobile Development),EU
22292,Belgium,Brussels,50.83000183,4.329999924,50,Pink (DevOps/Cloud Computing),EU
22293,Poland,Warsaw,52.25999832,21.02000046,370,Purple (Software/Web/Mobile Development),EU
22295,Germany,Fulda,50.54999924,9.68999958,20,Pink (DevOps/Cloud Computing),EU
22296,Czechia,Prague,50.08000183,14.43000031,108,"Blue (Robotics, Arduino, DiY)",EU
22297,Netherlands,Amsterdam,52.36999893,4.889999866,39,"Aqua (Online Marketing, WordPress)",EU
22305,Germany,Berlin,52.52000046,13.38000011,544,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22313,Netherlands,Amsterdam,52.36999893,4.889999866,259,Purple (Software/Web/Mobile Development),EU
22322,Austria,Vienna,48.22000122,16.37000084,778,Purple (Software/Web/Mobile Development),EU
22326,Belgium,Brussels,50.83000183,4.329999924,510,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
22327,France,Brest,48.38999939,-4.5,650,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22329,Germany,Mainz,50.0,8.260000229,325,Pink (DevOps/Cloud Computing),EU
22330,Poland,Gdansk,54.36000061,18.63999939,370,"Blue (Robotics, Arduino, DiY)",EU
22332,Spain,Ciudad Real,38.97999954,-3.940000057,207,Purple (Software/Web/Mobile Development),EU
22334,Spain,Madrid,40.41999817,-3.710000038,627,"Aqua (Online Marketing, WordPress)",EU
22335,Denmark,Copenhagen,55.68000031,12.56999969,471,Pink (DevOps/Cloud Computing),EU
22336,Germany,München,48.13999939,11.57999992,178,Pink (DevOps/Cloud Computing),EU
22338,Germany,Freiburg,47.99000168,7.849999905,418,"Gray (Agile, Scrum)",EU
22340,Spain,Madrid,40.41999817,-3.710000038,346,Purple (Software/Web/Mobile Development),EU
22350,Russian Federation,Moscow,55.75,37.61999893,225,Purple (Software/Web/Mobile Development),EU
22370,United Kingdom,London,51.49000168,-0.25999999,492,Pink (DevOps/Cloud Computing),EU
22371,Germany,München,48.13999939,11.57999992,1260,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22373,Luxembourg,Luxembourg,49.61999893,6.119999886,128,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22374,Spain,Barcelona,41.40000153,2.170000076,285,Purple (Software/Web/Mobile Development),EU
22376,Spain,Madrid,40.41999817,-3.710000038,496,Purple (Software/Web/Mobile Development),EU
22377,Belgium,Brussels,50.83000183,4.329999924,409,Purple (Software/Web/Mobile Development),EU
22380,France,Paris,48.86000061,2.339999914,1270,Purple (Software/Web/Mobile Development),EU
22381,Spain,Madrid,40.41999817,-3.710000038,55,Pink (DevOps/Cloud Computing),EU
22382,Slovenia,Ljubljana,46.06000137,14.51000023,445,Orange (Big Data/Data Science),EU
22384,Portugal,Porto,41.15000153,-8.619999886,139,"Gray (Agile, Scrum)",EU
22385,United Kingdom,London,51.5,-0.109999999,134,"Blue (Robotics, Arduino, DiY)",EU
22390,France,Toulouse,43.61999893,1.4500000480000002,19,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22392,Poland,Zielona G√≥ra,51.93999863,15.48999977,507,Purple (Software/Web/Mobile Development),EU
22393,United Kingdom,Marlow,51.56999969,-0.7699999809999999,309,Purple (Software/Web/Mobile Development),EU
22394,France,Paris,48.86000061,2.339999914,336,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22395,United Kingdom,Bristol,51.47000122,-2.609999895,756,"Blue (Robotics, Arduino, DiY)",EU
22396,Italy,Roma,41.90000153,12.47999954,499,Purple (Software/Web/Mobile Development),EU
22397,Germany,Hannover,52.40000153,9.729999542,64,Purple (Software/Web/Mobile Development),EU
22398,Switzerland,Zürich,47.38000107,8.539999962000001,671,"Aqua (Online Marketing, WordPress)",EU
22399,United Kingdom,London,51.5,-0.079999998,34,Purple (Software/Web/Mobile Development),EU
22400,Germany,München,48.13999939,11.57999992,33,Purple (Software/Web/Mobile Development),EU
22401,France,Bordeaux,44.84000015,-0.579999983,309,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22402,Sweden,Gothenburg,57.72000122,12.01000023,216,Pink (DevOps/Cloud Computing),EU
22403,Germany,Berlin,52.52000046,13.38000011,239,Orange (Big Data/Data Science),EU
22404,Netherlands,Emmen,52.79000092,6.900000095,94,Purple (Software/Web/Mobile Development),EU
22406,Norway,Oslo,59.90999985,10.75,188,Purple (Software/Web/Mobile Development),EU
22407,Belgium,Brussels,50.83000183,4.329999924,720,Purple (Software/Web/Mobile Development),EU
22409,Spain,Barcelona,41.40000153,2.170000076,134,"Blue (Robotics, Arduino, DiY)",EU
22411,France,Orl√©ans,47.90000153,1.899999976,97,Purple (Software/Web/Mobile Development),EU
22412,Ireland,Dublin,53.33000183,-6.25,775,"Blue (Robotics, Arduino, DiY)",EU
22414,Poland,Wroclaw,51.11000061,17.03000069,7,"Blue (Robotics, Arduino, DiY)",EU
22417,France,Lyon,45.75999832,4.829999924,47,Purple (Software/Web/Mobile Development),EU
22422,United Kingdom,Leeds,53.79999924,-1.5499999519999998,131,Purple (Software/Web/Mobile Development),EU
22428,France,Paris,48.86000061,2.339999914,1338,Orange (Big Data/Data Science),EU
22429,Austria,Dornbirn,47.41999817,9.739999771,192,"Blue (Robotics, Arduino, DiY)",EU
22431,Spain,Barcelona,41.40000153,2.170000076,98,"Gray (Agile, Scrum)",EU
22432,France,Lille,50.63999939,3.069999933,371,Purple (Software/Web/Mobile Development),EU
22435,Germany,Dresden,51.04999924,13.73999977,102,Pink (DevOps/Cloud Computing),EU
22436,Netherlands,Utrecht,52.09999847,5.110000134,244,Pink (DevOps/Cloud Computing),EU
22437,Finland,Helsinki,60.16999817,24.94000053,930,Orange (Big Data/Data Science),EU
22439,Ireland,Dublin,53.33000183,-6.25,259,Orange (Big Data/Data Science),EU
22446,Germany,München,48.13999939,11.57999992,343,Orange (Big Data/Data Science),EU
22447,United Kingdom,London,51.52000046,-0.100000001,2147,Orange (Big Data/Data Science),EU
22448,Ireland,Dublin,53.33000183,-6.25,283,Orange (Big Data/Data Science),EU
22449,Hungary,Budapest,47.50999832,19.07999992,1052,Orange (Big Data/Data Science),EU
22451,Netherlands,Amsterdam,52.36999893,4.889999866,860,Orange (Big Data/Data Science),EU
22455,Ireland,Dublin,53.33000183,-6.25,361,Pink (DevOps/Cloud Computing),EU
22458,United Kingdom,Belfast,54.59000015,-5.940000057000001,311,Purple (Software/Web/Mobile Development),EU
22461,United Kingdom,York,53.95999908,-1.080000043,359,Purple (Software/Web/Mobile Development),EU
22462,United Kingdom,Exeter,50.70999908,-3.519999981,29,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22463,Romania,Timisoara,45.75999832,21.22999954,94,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22464,Ireland,Waterford,52.25999832,-7.130000114,82,"Gray (Agile, Scrum)",EU
22466,Netherlands,Enschede,52.22000122,6.889999866,167,Purple (Software/Web/Mobile Development),EU
22467,France,Nantes,47.22999954,-1.570000052,664,"Gray (Agile, Scrum)",EU
22470,Germany,München,48.13999939,11.57999992,526,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22471,Ukraine,Kyiv,50.43999863,30.52000046,1594,Purple (Software/Web/Mobile Development),EU
22473,Austria,Graz,47.08000183,15.42000008,139,Purple (Software/Web/Mobile Development),EU
22474,United Kingdom,Nottingham,52.95000076,-1.149999976,559,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22478,Netherlands,Amsterdam,52.36999893,4.889999866,317,Pink (DevOps/Cloud Computing),EU
22484,Germany,Stuttgart,48.79000092,9.18999958,300,"Aqua (Online Marketing, WordPress)",EU
22486,France,Paris,48.86000061,2.339999914,106,Purple (Software/Web/Mobile Development),EU
22489,Czechia,Prague,50.08000183,14.43000031,452,Purple (Software/Web/Mobile Development),EU
22490,United Kingdom,Manchester,53.47999954,-2.25,553,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
22496,Sweden,Norrköping,58.59999847,16.17000008,189,"Aqua (Online Marketing, WordPress)",EU
22497,Germany,Aachen,50.77000046,6.090000152999999,195,Purple (Software/Web/Mobile Development),EU
22498,Italy,Torino,45.04999924,7.670000076,176,"Blue (Robotics, Arduino, DiY)",EU
22502,United Kingdom,Brighton,50.83000183,-0.140000001,432,Purple (Software/Web/Mobile Development),EU
22503,Norway,Bergen,60.38000107,5.340000153,114,Purple (Software/Web/Mobile Development),EU
22504,Germany,Berlin,52.52000046,13.38000011,42,Pink (DevOps/Cloud Computing),EU
22505,Spain,Madrid,40.41999817,-3.710000038,304,Purple (Software/Web/Mobile Development),EU
22507,Sweden,Stockholm,59.33000183,18.06999969,150,Orange (Big Data/Data Science),EU
22513,Russian Federation,Moscow,55.75,37.61999893,511,Pink (DevOps/Cloud Computing),EU
22515,Romania,Bucharest,44.43999863,26.10000038,296,Purple (Software/Web/Mobile Development),EU
22516,Spain,Barcelona,41.40000153,2.170000076,39,Purple (Software/Web/Mobile Development),EU
22517,Germany,Frankfurt,50.11999893,8.680000305,1450,Purple (Software/Web/Mobile Development),EU
22521,Switzerland,Lausanne,46.52000046,6.619999886,242,Purple (Software/Web/Mobile Development),EU
22526,Denmark,√Örhus,56.15999985,10.21000004,93,Purple (Software/Web/Mobile Development),EU
22527,France,Grenoble,45.18999863,5.71999979,308,Orange (Big Data/Data Science),EU
22530,Croatia,Zagreb,45.79999924,15.97000027,148,Purple (Software/Web/Mobile Development),EU
22532,Portugal,Lisbon,38.72000122,-9.140000342999999,571,Purple (Software/Web/Mobile Development),EU
22535,Poland,Bialystok,53.13999939,23.15999985,362,Purple (Software/Web/Mobile Development),EU
22536,Sweden,Stockholm,59.33000183,18.06999969,843,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
22539,Netherlands,Amsterdam,52.36999893,4.889999866,387,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22540,France,Grenoble,45.18999863,5.71999979,367,Purple (Software/Web/Mobile Development),EU
22542,Germany,Hamburg,53.54999924,10.0,1016,Orange (Big Data/Data Science),EU
22544,United Kingdom,Oldham,53.54999924,-2.119999886,131,"Aqua (Online Marketing, WordPress)",EU
22546,France,Montpellier,43.61000061,3.869999886,400,Pink (DevOps/Cloud Computing),EU
22548,Netherlands,Utrecht,52.09999847,5.110000134,43,Purple (Software/Web/Mobile Development),EU
22551,Austria,Vienna,48.22000122,16.37000084,210,Purple (Software/Web/Mobile Development),EU
22552,United Kingdom,London,51.52000046,-0.100000001,620,Purple (Software/Web/Mobile Development),EU
22556,Poland,Warsaw,52.25999832,21.02000046,508,"Aqua (Online Marketing, WordPress)",EU
22559,France,Toulouse,43.61999893,1.4500000480000002,444,Purple (Software/Web/Mobile Development),EU
22562,United Kingdom,London,51.52000046,-0.100000001,123,"Gray (Agile, Scrum)",EU
22563,Belgium,Gent,51.04999924,3.720000029,358,Purple (Software/Web/Mobile Development),EU
22564,United Kingdom,London,51.52000046,-0.109999999,124,Purple (Software/Web/Mobile Development),EU
22565,Switzerland,Zürich,47.38000107,8.539999962000001,520,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22566,United Kingdom,Greater London,51.52999878,-0.09000000400000001,284,"Blue (Robotics, Arduino, DiY)",EU
22567,Poland,Warsaw,52.25999832,21.02000046,950,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22570,Ukraine,L'viv,49.84000015,24.03000069,167,Purple (Software/Web/Mobile Development),EU
22572,Germany,Bremen,53.08000183,8.81000042,214,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22573,Switzerland,Geneva,46.20999908,6.139999866,42,Orange (Big Data/Data Science),EU
22578,United Kingdom,London,51.56999969,-0.189999998,377,"Blue (Robotics, Arduino, DiY)",EU
22579,Netherlands,Amsterdam,52.36999893,4.889999866,1413,Purple (Software/Web/Mobile Development),EU
22598,United Kingdom,Brighton,50.83000183,-0.150000006,34,Pink (DevOps/Cloud Computing),EU
22599,Germany,Dortmund,51.50999832,7.4800000189999984,177,Orange (Big Data/Data Science),EU
22604,Austria,Vienna,48.22000122,16.37000084,159,"Blue (Robotics, Arduino, DiY)",EU
22606,Estonia,Tallinn,59.43999863,24.73999977,127,Purple (Software/Web/Mobile Development),EU
22608,Sweden,Malmö,55.61000061,13.02000046,321,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22609,Hungary,Budapest,47.50999832,19.07999992,849,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22610,Switzerland,Zürich,47.38000107,8.539999962000001,145,Pink (DevOps/Cloud Computing),EU
22611,United Kingdom,London,51.52000046,-0.079999998,3500,Purple (Software/Web/Mobile Development),EU
22613,Spain,Madrid,40.41999817,-3.710000038,37,Purple (Software/Web/Mobile Development),EU
22615,France,Paris,48.86000061,2.339999914,306,Pink (DevOps/Cloud Computing),EU
22616,Austria,Graz,47.08000183,15.42000008,229,"Blue (Robotics, Arduino, DiY)",EU
22629,Italy,Ferrara,44.84000015,11.61999989,237,Purple (Software/Web/Mobile Development),EU
22635,Italy,Roma,41.90000153,12.47999954,34,"Aqua (Online Marketing, WordPress)",EU
22636,Ireland,Dublin,53.33000183,-6.25,870,Purple (Software/Web/Mobile Development),EU
22637,Romania,Bucharest,44.43999863,26.10000038,174,Purple (Software/Web/Mobile Development),EU
22638,Switzerland,Bern,46.95000076,7.440000057000001,190,Pink (DevOps/Cloud Computing),EU
22639,Netherlands,Amsterdam,52.36999893,4.889999866,398,Orange (Big Data/Data Science),EU
22640,France,Neuilly-sur-Seine,48.88999939,2.269999981,348,Purple (Software/Web/Mobile Development),EU
22646,United Kingdom,Edinburgh,55.95000076,-3.220000029,114,Purple (Software/Web/Mobile Development),EU
22648,Spain,Barcelona,41.40000153,2.170000076,45,Orange (Big Data/Data Science),EU
22649,France,Saint-Omer,50.75999832,2.25,63,"Aqua (Online Marketing, WordPress)",EU
22650,Germany,Leipzig,51.34999847,12.39999962,333,"Aqua (Online Marketing, WordPress)",EU
22652,Norway,Bergen,60.38000107,5.340000153,48,Pink (DevOps/Cloud Computing),EU
22665,Latvia,Riga,56.97000122,24.12999916,992,Purple (Software/Web/Mobile Development),EU
22668,Spain,Madrid,40.41999817,-3.710000038,891,"Aqua (Online Marketing, WordPress)",EU
22670,Switzerland,Zürich,47.38000107,8.539999962000001,63,Pink (DevOps/Cloud Computing),EU
22676,Germany,Heidelberg,49.41999817,8.68999958,145,Purple (Software/Web/Mobile Development),EU
22677,Russian Federation,Moscow,55.75,37.61999893,930,Purple (Software/Web/Mobile Development),EU
22679,Netherlands,Amsterdam,52.36999893,4.889999866,5,"Aqua (Online Marketing, WordPress)",EU
22680,Spain,Madrid,40.41999817,-3.710000038,268,Orange (Big Data/Data Science),EU
22691,United Kingdom,London,51.50999832,-0.050000001,1042,Purple (Software/Web/Mobile Development),EU
22692,Spain,C√°diz,36.52999878,-6.289999962,69,"Blue (Robotics, Arduino, DiY)",EU
22693,France,Bordeaux,44.84000015,-0.579999983,280,Purple (Software/Web/Mobile Development),EU
22696,Sweden,Malmö,55.61000061,13.02000046,323,Purple (Software/Web/Mobile Development),EU
22697,Ukraine,Kharkiv,49.97999954,36.22000122,232,Purple (Software/Web/Mobile Development),EU
22698,United Kingdom,Solihull,52.40000153,-1.809999943,144,"Gray (Agile, Scrum)",EU
22702,Sweden,Stockholm,59.33000183,18.06999969,504,"Gray (Agile, Scrum)",EU
22705,Switzerland,Zürich,47.38000107,8.539999962000001,331,Purple (Software/Web/Mobile Development),EU
22708,Czechia,Prague,50.08000183,14.43000031,113,Pink (DevOps/Cloud Computing),EU
22719,Germany,Berlin,52.52000046,13.38000011,551,"Blue (Robotics, Arduino, DiY)",EU
22721,Germany,München,48.13999939,11.57999992,729,"Blue (Robotics, Arduino, DiY)",EU
22725,Norway,T√∏nsberg,59.27000046,10.42000008,63,"Aqua (Online Marketing, WordPress)",EU
22726,Romania,Bucharest,44.43999863,26.10000038,636,"Blue (Robotics, Arduino, DiY)",EU
22728,Russian Federation,Moscow,55.75,37.61999893,37,Purple (Software/Web/Mobile Development),EU
22729,United Kingdom,London,51.49000168,-0.180000007,155,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22736,Portugal,Lisbon,38.72000122,-9.140000342999999,313,Purple (Software/Web/Mobile Development),EU
22742,Germany,Berlin,52.52000046,13.38000011,4316,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22744,Switzerland,Lausanne,46.52000046,6.619999886,86,Purple (Software/Web/Mobile Development),EU
22746,Poland,Poznan,52.40000153,16.89999962,90,Orange (Big Data/Data Science),EU
22754,Luxembourg,Luxembourg,49.61999893,6.119999886,923,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22757,Germany,Hamburg,53.54999924,10.0,122,"Blue (Robotics, Arduino, DiY)",EU
22759,France,Paris,48.86000061,2.339999914,467,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22760,Romania,Bucharest,44.43999863,26.10000038,171,Pink (DevOps/Cloud Computing),EU
22761,Ukraine,Kyiv,50.43999863,30.52000046,868,Purple (Software/Web/Mobile Development),EU
22762,Germany,Ingolstadt,48.77000046,11.43000031,275,Orange (Big Data/Data Science),EU
22763,Germany,Hannover,52.40000153,9.729999542,74,"Gray (Agile, Scrum)",EU
22764,France,Paris,48.86000061,2.339999914,200,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22765,France,Antibes,43.59999847,7.119999886,129,"Gray (Agile, Scrum)",EU
22766,Spain,Barcelona,41.40000153,2.170000076,691,Purple (Software/Web/Mobile Development),EU
22769,Ireland,Cork,51.90000153,-8.470000267,52,Orange (Big Data/Data Science),EU
22771,Netherlands,Amsterdam,52.36999893,4.889999866,149,Purple (Software/Web/Mobile Development),EU
22774,Spain,Valencia,39.47999954,-0.389999986,914,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22775,United Kingdom,Glasgow,55.86999893,-4.2699999810000016,1236,"Blue (Robotics, Arduino, DiY)",EU
22779,Germany,Berlin,52.52000046,13.38000011,1600,Purple (Software/Web/Mobile Development),EU
22782,France,Pau,43.29999924,-0.389999986,300,Orange (Big Data/Data Science),EU
22794,Netherlands,Amsterdam,52.36999893,4.889999866,152,Orange (Big Data/Data Science),EU
22795,France,Paris,48.86000061,2.339999914,3754,Orange (Big Data/Data Science),EU
22798,Netherlands,Amsterdam,52.36999893,4.889999866,59,"Aqua (Online Marketing, WordPress)",EU
22801,Germany,Berlin,52.52000046,13.38000011,293,Purple (Software/Web/Mobile Development),EU
22803,France,Paris,48.86000061,2.339999914,301,Orange (Big Data/Data Science),EU
22804,Lithuania,Vilnius,54.70000076,25.27000046,219,Pink (DevOps/Cloud Computing),EU
22805,United Kingdom,London,51.52000046,-0.100000001,647,Pink (DevOps/Cloud Computing),EU
22808,Serbia,Novi Sad,45.25,19.85000038,110,Pink (DevOps/Cloud Computing),EU
22809,Spain,Alicante,38.34999847,-0.49000001,334,"Gray (Agile, Scrum)",EU
22810,Belgium,Bornem,51.09999847,4.2300000189999984,92,"Blue (Robotics, Arduino, DiY)",EU
22812,Poland,Wroclaw,51.11000061,17.03000069,407,Pink (DevOps/Cloud Computing),EU
22813,Poland,Warsaw,52.25999832,21.02000046,735,Purple (Software/Web/Mobile Development),EU
22818,Austria,Leoben,47.38000107,15.09000015,12,"Blue (Robotics, Arduino, DiY)",EU
22820,Netherlands,Apeldoorn,52.22000122,5.960000038,263,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22821,Netherlands,Amsterdam,52.36999893,4.889999866,1098,"Aqua (Online Marketing, WordPress)",EU
22828,Spain,Santa Cruz de Tenerife,28.46999931,-16.25,318,"Aqua (Online Marketing, WordPress)",EU
22840,Romania,Cluj-Napoca,46.77999878,23.59000015,509,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
22842,France,Paris,48.86000061,2.339999914,217,Pink (DevOps/Cloud Computing),EU
22843,Netherlands,Amsterdam,52.36999893,4.889999866,43,"Blue (Robotics, Arduino, DiY)",EU
22845,Germany,München,48.13999939,11.57999992,356,Purple (Software/Web/Mobile Development),EU
22848,Austria,Graz,47.08000183,15.42000008,203,Purple (Software/Web/Mobile Development),EU
22850,Germany,Hamburg,53.54999924,10.0,512,"Gray (Agile, Scrum)",EU
22855,United Kingdom,London,51.52000046,-0.079999998,260,Purple (Software/Web/Mobile Development),EU
22859,Sweden,Stockholm,59.33000183,18.06999969,1252,Orange (Big Data/Data Science),EU
22862,France,Paris,48.86000061,2.339999914,1234,Orange (Big Data/Data Science),EU
22864,Spain,Madrid,40.41999817,-3.710000038,430,Orange (Big Data/Data Science),EU
22865,Spain,Madrid,40.41999817,-3.710000038,210,Pink (DevOps/Cloud Computing),EU
22869,United Kingdom,London,51.50999832,-0.140000001,631,Orange (Big Data/Data Science),EU
22873,Czechia,Prague,50.08000183,14.43000031,914,Purple (Software/Web/Mobile Development),EU
22884,Czechia,Prague,50.08000183,14.43000031,64,Orange (Big Data/Data Science),EU
22889,Spain,Madrid,40.41999817,-3.710000038,428,Purple (Software/Web/Mobile Development),EU
22894,Hungary,Budapest,47.50999832,19.07999992,131,Orange (Big Data/Data Science),EU
